timestamp,cycle,direction,sweep_channel,cmd_thumb_rot,cmd_thumb_flex,cmd_index,cmd_middle,cmd_ring,cmd_pinky,rb_thumb_rot,rb_thumb_flex,rb_index,rb_middle,rb_ring,rb_pinky
1774764450.6148431,0,forward,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
1774764450.9098577,0,forward,0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
1774764451.2058885,0,forward,0,30.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
1774764451.5007732,0,forward,0,45.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
1774764451.7955692,0,forward,0,60.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
1774764452.093656,0,forward,0,75.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0
1774764452.3897848,0,forward,0,90.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0
1774764453.0844839,0,forward,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774764453.3800476,0,forward,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
1774764453.6778839,0,forward,1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
1774764453.9737666,0,forward,1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
1774764454.2699413,0,forward,1,0.0,60.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0
1774764454.5656533,0,forward,1,0.0,75.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
1774764454.8607895,0,forward,1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0
1774764455.5578017,0,forward,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774764455.8535452,0,forward,2,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
1774764456.149854,0,forward,2,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
1774764456.4447842,0,forward,2,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
1774764456.740128,0,forward,2,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0
1774764457.0348268,0,forward,2,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
1774764457.3339238,0,forward,2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
1774764458.0289366,0,forward,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
1774764458.324206,0,forward,3,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
1774764458.622048,0,forward,3,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
1774764458.917882,0,forward,3,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
1774764459.2139218,0,forward,3,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
1774764459.5097451,0,forward,3,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
1774764459.8046415,0,forward,3,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
1774764460.5018675,0,forward,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
1774764460.79787,0,forward,4,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
1774764461.0939233,0,forward,4,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
1774764461.3887525,0,forward,4,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
1774764461.6843793,0,forward,4,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
1774764461.9819431,0,forward,4,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
1774764462.2779615,0,forward,4,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
1774764462.9728477,0,forward,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1774764463.2683303,0,forward,5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0
1774764463.565897,0,forward,5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0
1774764463.8620315,0,forward,5,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0
1774764464.15792,0,forward,5,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0
1774764464.4541512,0,forward,5,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0
1774764464.7488625,0,forward,5,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0
